"COU","COU_label.fr","COU_label.en","CORP_TAX","CORP_TAX_label.fr","CORP_TAX_label.en","TAR","TAR_label.fr","TAR_label.en","TIME_FORMAT","TIME_FORMAT_label.en","obsTime","obsValue"
"USA","États-Unis","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","Sub-central government corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2007",6.57
"USA","États-Unis","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","Sub-central government corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2008",6.54
"USA","États-Unis","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","Sub-central government corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2009",6.4
"USA","États-Unis","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","Sub-central government corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2010",6.47
"USA","États-Unis","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","Sub-central government corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2011",6.45
"USA","États-Unis","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","Sub-central government corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2012",6.34
"USA","États-Unis","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","Sub-central government corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2013",6.23
"USA","États-Unis","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","Sub-central government corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2014",6.27
"USA","États-Unis","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","Sub-central government corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2015",6.15
"USA","États-Unis","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","Sub-central government corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2016",6.036822
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2000",34
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2001",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2002",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2003",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2004",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2005",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2006",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2007",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2008",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2009",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2010",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2011",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2012",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2013",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2014",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2015",30
"AUS","Australie","Australia","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2016",30
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2000",34
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2001",34
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2002",34
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2003",34
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2004",34
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2005",25
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2006",25
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2007",25
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2008",25
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2009",25
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2010",25
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2011",25
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2012",25
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2013",25
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2014",25
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2015",25
"AUT","Autriche","Austria","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2016",25
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2000",40.17
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2001",40.17
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2002",40.17
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2003",33.99
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2004",33.99
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2005",33.99
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2006",35.97
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2007",33.99
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2008",33.99
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2009",33.99
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2010",33.99
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2011",33.99
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2012",33.99
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2013",33.99
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2014",33.99
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2015",33.99
"BEL","Belgique","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2016",33.99
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2000",42.43
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2001",40.48
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2002",38.02
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2003",35.87
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2004",34.38
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2005",34.18
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2006",33.93
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2007",33.95
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2008",31.4
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2009",30.9
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2010",29.4
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2011",27.7
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2012",26.1
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2013",26.2
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2014",26.2
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2015",26.7
"CAN","Canada","Canada","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2016",26.7
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2000",31
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2001",31
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2002",31
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2003",31
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2004",28
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2005",26
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2006",24
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2007",24
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2008",21
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2009",20
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2010",19
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2011",19
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2012",19
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2013",19
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2014",19
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2015",19
"CZE","République tchèque","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2016",19
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2000",32
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2001",30
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2002",30
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2003",30
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2004",30
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2005",28
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2006",28
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2007",25
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2008",25
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2009",25
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2010",25
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2011",25
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2012",25
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2013",25
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2014",24.5
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2015",23.5
"DNK","Danemark","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2016",22
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2000",29
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2001",29
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2002",29
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2003",29
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2004",29
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2005",26
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2006",26
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2007",26
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2008",26
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2009",26
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2010",26
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2011",26
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2012",24.5
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2013",24.5
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2014",20
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2015",20
"FIN","Finlande","Finland","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2016",20
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2000",37.76289
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2001",36.42969
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2002",35.42979
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2003",35.42979
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2004",35.42979
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2005",34.95
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2006",34.43
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2007",34.42989
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2008",34.42989
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2009",34.42989
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2010",34.42989
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2011",36.09639
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2012",36.09639
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2013",37.9962
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2014",37.9962
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2015",37.9962
"FRA","France","France","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2016",34.43
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2000",52.033195
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2001",38.90125
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2002",38.900415
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2003",40.215768
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2004",38.900415
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2005",38.900415
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2006",38.900415
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2007",38.900415
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2008",30.175
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2009",30.175
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2010",30.175
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2011",30.175
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2012",30.175
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2013",30.175
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2014",30.175
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2015",30.175
"DEU","Allemagne","Germany","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","N","No","No","P1Y","Annual","2016",30.175
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2000",40
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2001",37.5
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2002",35
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2003",35
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2004",35
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2005",32
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2006",29
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2007",25
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2008",25
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2009",25
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2010",24
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2011",20
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2012",20
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2013",26
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2014",26
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2015",26
"GRC","Grèce","Greece","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2016",29
"HUN","Hongrie","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2000",18
"HUN","Hongrie","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2001",18
"HUN","Hongrie","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2002",18
"HUN","Hongrie","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2003",18
"HUN","Hongrie","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","Combined corporate income tax rate","Y","Yes","Yes","P1Y","Annual","2004",16
